㐂;匕
餘;干食二ハ𠆢亅
餚;一丶丿𠆢厶日月
餛;一丶𠆢匕厶日比
餜;一丶𠆢厶日木田
餝;食方⺾
餞;食戈
餟;丶𠆢厶又日曰
餠;丨干食
餡;臼食
餢;丶𠆢厶口日立
餤;火食
餦;丶𠆢厶日長
餧;一丶丿𠆢厶女日木禾
館;口食宀
餫;丶𠆢冖厶日車
餬;口十食月
餮;食𠆢彡歹
餱;一丶丿⺅𠆢厶ユ大日矢
餲;一丶人𠆢勹厶日
餳;一丶丿𠆢勹厶日勿
餴;丶𠆢十厶大廾日曰
餵;一丶𠆢厶日田衣
餹;丨丶𠆢厶口广ヨ日曰
餺;一丶𠆢十厶寸日月
餻;一丶𠆢丷厶日⺣王
餼;一丶𠆢厶日气米
餽;鬼食田儿匕
餾;食田卩厶
饀;一丶𠆢厶日爪臼
饁;一丶𠆢厶土日皿
饂;皿食日
饅;食日⺲又
饆;一丨丶𠆢厶日田
饇;丶𠆢匚厶口日曰
饈;一丨丶丿𠆢丷厶ヨ日王羊
饉;丨一食二⺾
饋;丨一貝目ハ口食
饌;丨食二ハ已
饍;一丶丷厶口日王羊
饎;一丶𠆢丷十厶口士日豆
饐;口士食豆丷冖
饑;食丶幺戈丿
饒;食土儿
饔;一丶亠𠆢幺艮隹
饕;口食卜儿匕厂虍
饗;艮食⻏幺
饘;一丶亠𠆢厶口囗日
饙;丶𠆢ハ十厶⺾日曰目貝
饛;一丶𠆢冖厶⺾日曰豕
饜;一丶𠆢厂大日月犬艮
饞;一丶乙𠆢勹匕厶口已日比巴色
饟;一丨丶二亠𠆢厶口日衣
饠;一丶𠆢厶小幺日⺲糸隹
首;自首丷目
馗;九自首丷目
馘;口自首丷目戈
香;禾香日
馛;丿又弋日曰木禾
馝;丿心日曰木禾
馞;丿冖十子日木禾香
馟;丿子日曰木爪禾
馣;丿乙大日木禾奄香
馥;禾香日夂
馦;一丨丶丿丷ヨ日木禾
馨;禾香士日又几
馬;馬
馭;馬又
馮;馬冫
馰;丶勹馬
馱;大馬
馲;一丿乙馬
馳;馬也
馴;川⺣馬
馵;廾馬
馹;日馬
馺;丶乃及馬
馼;馬文
馽;丨口馬
馿;一丶尸戸馬
駁;馬爻
駃;人ユ馬
駄;大馬丶
駅;馬尸
駆;馬匚丶丿
駈;斤馬
駉;冂口馬
駐;王馬丶
駑;女馬又
駒;口馬勹
駓;一丨丶丿馬
駔;一目馬
駕;口馬力
駘;口馬厶
駙;⺅寸馬
駚;口大馬
駛;丿口馬
駜;丿心馬
駝;馬匕宀
駞;一丨丿乙匕也馬
駟;馬儿囗
駢;丨丿二馬丷廾
駧;一冂口馬
駪;丿儿土馬
駫;一儿⺌馬
駬;耳馬
駭;人馬亠
駮;馬父亠
駰;囗大馬
駱;口馬夂
駲;丨丿川馬丶
駴;廾戈馬
駵;口廾馬
駸;ヨ馬又冖
駹;丶九彡馬
駻;干日馬
駼;亅二𠆢ハ小示馬
駽;口月馬
駾;儿丷口馬
駿;馬儿厶夂
騁;丨日馬一勹田
騂;十立辛馬
騃;一丿厶大矢馬
騄;ヨ水馬
騅;馬隹
騊;凵勹山缶馬
騋;人木馬
騌;二宀小示馬
騎;口大馬亅一
騏;甘馬ハ
騐;一丶𠆢心馬
騑;非馬
騒;虫馬又
験;口人馬𠆢
騖;マ攵矛馬
騙;丨一戸馬冂冊尸
騚;一丷⺉月馬
騞;一丨二口石馬
騠;日疋馬
騢;一丨又口馬
騣;丶丿儿ハ凵夂馬
騤;一丶丿大馬
騧;冂口馬
騨;十⺌田馬
騫;丨一馬ハ宀
騭;丿小⻖止馬
騮;丿刀厶田馬
騰;月馬丷一人大二
騱;大幺爪馬
騳;馬
騵;厂小日白馬
騶;勹屮馬
騷;虫馬又丶
騸;一丶丿冫尸戸羽馬
騾;糸幺小田馬
驀;大日馬⺾
驁;一丨丿亅二土士攵方馬
驂;大馬厶彡
驃;示二小西馬
驄;丿口夂心馬
驅;口馬匚品
驇;丶ハ九土馬
驊;一丨二⺾馬
驋;丶丿几又弓殳馬
驌;丨ヨ爿片馬
驍;土馬儿
驎;夕米舛馬
驑;一丨田馬
驒;一丨十口日田馬
驔;十日曰西馬
驕;丿口大馬冂
驖;十口土戈王馬
驗;口人馬𠆢
驘;一丿乙亠口亡月馬
驚;口馬勹夂⺾攵
驛;十辛馬⺲立亠
驝;冖口士木石馬
驟;衣耳馬又
驢;皿田馬卜匕厂虍
驤;丨衣二馬ハ亠
驥;丨田二馬ハ匕爿
驩;口十馬⺾隹
驪;鹿馬比亠冂广
驫;馬
骨;月冖冂骨
骪;丶冂冖几月骨
骬;亅二冂冖月骨
骭;干月骨冂冖
骮;冂冖弋月骨
骯;亠冂冖几月骨
骰;月骨冂冖殳几又
骲;冂冖勹已月骨
骴;冂冖匕月止骨
骵;一冂冖月木骨
骶;一丶冂冖月氏骨
骷;冂冖十口月骨
骸;月骨人亠冂冖
骹;亠冂冖月父骨
骻;二冂冖勹大月骨
骼;月口骨冂冖夂
骾;一丶丿冂冖日月骨
骿;一丷冂冖廾月骨
髀;月骨十田冂冖
髁;冂冖月木田骨
髃;丨冂冖厶日月田禸骨
髄;丿一月⻌冖骨
髆;丶冂冖十寸日月田骨
髈;亠丷冂冖方月立骨
髎;丿𠆢冂冖冫彡月羽骨
髏;丨一月口骨女冂冖
髐;一儿冂冖土月骨
髑;月骨虫⺲冂冖勹
髒;一冂冖匕夕廾⺾月歹骨
髓;丿一月工骨⻌冂冖
體;丨月口骨豆日丷冂冖
髕;一丿ハ冂冖宀小月目貝骨
髖;丶儿冂冖宀⺾月目見骨
髗;冂冖匕卜厂月田皿虍骨
高;口高亠冂
髛;亠冂九口尸高
髜;丿亠冂口廾日高
髞;口高木亠冂品
髟;長彡髟
髠;几彡長髟
髢;也長匕彡髟
髣;長方彡髟
髤;彡木長髟
髥;二冂彡月長髟
髦;長毛彡髟
髧;丿乙冖尢彡長髟
髩;一丨亅彡長髟
髪;夂一長彡髟
髫;口長刀彡髟
髬;丨丶丿二彡長髟
髭;止長匕彡髟
髮;長彡攵髟又
髯;丨一長冂厶彡髟
髱;長勹已彡髟
髲;丿十厂又彡支長髟
髳;マ彡矛長髟
髴;丨丿弓長彡髟
髵;彡而長髟
髷;丨長日厶彡髟
髹;⺅彡木長髟
髺;口彡舌長髟
髻;口士長彡髟
髽;人土彡長髟
髿;丿小彡⺡長髟
鬀;丨丿丷弓彡長髟
鬁;丿⺉彡木禾長髟
鬂;一ハ彡斤長髟
鬃;二宀小彡示長髟
鬄;丿勹彡日曰勿長髟
鬅;彡月長髟
鬆;長ハ木厶彡髟
鬈;一丶丿丷大已彡長髟
鬉;丶丿儿ハ凵夂彡長髟
鬋;一丶丷冂⺉彡月長髟
鬌;一丿工彡月長髟
鬍;十口彡月長髟
鬎;⺉口彡木長髟
鬐;丿匕土彡⺹日長髟
鬒;一ハ匕十彡目貝長髟
鬖;𠆢厶彡長髟
鬘;長日⺲又彡髟
鬙;丨ハ丷口彡日長髟
鬚;貝目ハ長頁彡髟
鬛;丶丿乙口川彡長髟
鬜;彡月長門髟
鬟;衣一口長⺲彡髟
鬠;一丨𠆢丷口彡日長髟
鬢;丿貝目ハ小長宀彡髟
鬣;臼鼠長囗彡髟
鬥;鬥
鬦;丨亅斗王
鬧;巾亠鬥
鬨;丨二ハ亅鬥
鬩;臼儿鬥
鬪;口寸豆丷鬥
鬫;丨亅ユ工攵王耳
鬭;丨亅口斤王
鬮;亀鬥乙勹田
鬯;凵匕鬯
鬱;缶木冖凵匕彡
鬲;口儿冂鬲
鬳;儿丷冂匕卜厂口虍鬲
鬴;丶儿丷冂十口月鬲
鬵;儿丷冂口无鬲
鬷;丶丿儿ハ丷冂凵口夂鬲
鬹;一儿丷冂口大目見鬲
鬺;一丿儿丷冂勹口日曰勿鬲
鬻;一弓口米儿冂鬲
鬼;鬼田儿匕厶
鬽;儿匕厶彡田鬼
魁;鬼田斗儿厶
魂;鬼田二儿匕厶
魃;鬼田丶儿匕攵
魄;鬼田白儿匕
魅;丨鬼田二ハ木亠儿匕
魈;儿匕厶小⺌月田鬼
魋;儿匕厶田隹鬼
魌;丨二儿ハ匕厶甘田鬼
魍;亡鬼田丷儿冂匕
魎;丨鬼田入儿冂厶
魏;禾鬼女田儿匕
魑;鬼田亠儿凵匕禸
魔;鬼田木儿匕广麻
魕;人儿匕厶幺戈田鬼
魖;一丨丶丿儿匕卜厂厶田虍鬼
魗;一儿匕厶口士寸工田鬼
魘;鬼月犬田日儿匕厂
魚;魚田⺣
魛;刀⺣田魚
魞;入⺣田魚
魡;丶勹⺣田魚
魣;一亅マ⺣田矛魚
魥;丶乃及⺣田魚
魦;丿小⺣田魚
魨;丿乙凵⺣屯田魚
魪;丨丿𠆢⺣田魚
魫;丿乙冖尢⺣田魚
魬;厂又⺣田魚
魭;二儿⺣元田魚
魮;匕比⺣田魚
魯;魚田日⺣
魲;一尸戸⺣田魚
魳;一丨冂巾⺣田魚
魴;魚田方⺣
魵;ハ刀⺣田魚
魶;入冂⺣田魚
魷;丶尢⺣尤田魚
魸;⺣片田魚
魹;丿乙二手⺣田魚
魿;丶𠆢マ⺣田魚
鮀;匕宀⺣田魚
鮃;干魚田丷⺣
鮄;廾弓⺣田魚
鮅;丿心⺣田魚
鮆;匕止⺣田魚
鮇;一木⺣田魚
鮉;刀口⺣田魚
鮊;日⺣田白魚
鮋;丨日⺣田魚
鮍;丿十又支⺣田魚
鮎;魚口田卜
鮏;⺣生田魚
鮐;厶口⺣田魚
鮑;魚田勹已⺣
鮒;⺅魚寸田⺣
鮓;丨丿魚田⺣
鮔;匚口⺣田魚
鮖;魚口石田⺣
鮗;魚田冫夂⺣
鮚;口士⺣田魚
鮝;一ハ丷大⺣田魚
鮞;⺣田而魚
鮟;魚女田宀⺣
鮠;魚田卩厂⺣隹
鮦;一冂口⺣田魚
鮧;大弓⺣田魚
鮨;魚田日匕⺣
鮩;一丷廾⺣田魚
鮪;丿一魚月田⺣
鮫;魚田父亠⺣
鮬;二勹大⺣田魚
鮭;魚田土⺣
鮮;王魚田丷羊⺣
鮰;口囗⺣田魚
鮱;丿匕土⺹⺣田魚
鮲;丶⺅大⺣犬田魚
鮴;⺅魚田木⺣
鮷;丨丿丷弓⺣田魚
鮸;一丨儿勹口⺣田免魚
鮹;魚月⺌田⺣
鮻;儿ハ厶夂⺣田魚
鮼;冖又ヨ⺣田魚
鮾;女⺣爪田魚
鮿;乙⺣田耳魚
鯀;丿魚糸幺小田⺣
鯁;一丶丿日⺣田魚
鯆;魚十田用丶⺣
鯇;二儿宀⺣元田魚
鯈;丨⺅夂⺣田魚
鯉;魚田里⺣
鯊;丿魚⺡小田⺣
鯎;丿亅厂戈⺣田魚
鯏;禾⺉魚田⺣
鯐;土止⺣田走魚
鯑;丿一魚巾田⺣
鯒;魚田用⺣
鯔;魚巛田⺣
鯖;魚月青田土二亠⺣
鯗;一丶丿二丷⺣王田魚
鯘;丿女木⺣田禾魚
鯛;魚口田土冂⺣
鯝;十口囗⺣田魚
鯟;日木⺣田魚
鯡;魚田非⺣
鯢;臼魚田儿⺣
鯣;丿魚田日勹⺣
鯤;魚田日比⺣
鯥;儿ハ土⺣田魚
鯧;日⺣田魚
鯨;魚口小田亠⺣
鯪;儿ハ土夂⺣田魚
鯫;又⺣田耳魚
鯮;二宀小⺣田示魚
鯯;冂⺉⺣牛田魚
鯰;魚心田𠆢⺣
鯱;魚田卜儿匕厂⺣虍
鯲;魚田方𠆢冫⺣
鯳;一丶广氏⺣田魚
鯵;魚大田厶彡⺣
鯷;日⺣田疋魚
鯸;一丿⺅ユ大⺣田矢魚
鯹;日曰⺣生田魚
鯺;丿土⺹日⺣田魚
鯽;匕卩厶日⺣田白魚
鯿;一丨丶亅冂尸廾戸⺣田冊魚
鰀;丿二又⺣爪田魚
鰂;ハ⺉⺣田目貝魚
鰄;丿魚女田戈⺣
鰆;魚人大田二日⺣
鰈;魚田木世⺣
鰉;王魚田白⺣
鰊;丨魚口田⺲丷木⺣
鰋;匚女日⺣田魚
鰌;魚田酉ハ⺣
鰍;火禾魚田⺣
鰏;一口⺣田魚
鰐;魚口田二⺣勹
鰑;一丿勹日曰⺣勿田魚
鰒;魚田日夂⺣
鰓;魚心田⺣
鰔;丿魚口田戈⺣
鰕;丨魚口田又⺣
鰖;一丿工月⺣田魚
鰘;一厶土宀⺣田至魚
鰙;一丿口⺾⺣田魚
鰚;一宀日⺣田魚
鰛;魚皿田日⺣
鰜;一丨丿丷ヨ⺣田魚
鰝;亠冂口⺣田高魚
鰞;⺣田魚鳥
鰡;魚田刀厶⺣
鰢;⺣田馬魚
鰣;土寸日⺣田魚
鰤;丨魚巾口田冂⺣
鰥;丨魚田⺲冫⺣
鰦;一丷幺⺣田魚
鰧;一丶ハ丷冂大月⺣田魚
鰨;冫日曰⺣田羽魚
鰩;丶凵夕山⺣爪田缶魚
鰪;厶土⺣田皿魚
鰭;魚田日⺹⺣
鰮;魚皿人田囗⺣
鰯;弓魚田冫⺣
鰰;丨魚田⺭⺣
鰱;⻌⺣田車魚
鰲;魚田土方攵⺣
鰵;一丿攵⺣毋田母魚
鰶;丶二夕小⺣田示魚
鰷;一丨⺅夂小攵木⺣田魚
鰹;魚臣田土又⺣
鰺;魚田𠆢厶彡⺣
鰻;魚田日⺲又⺣
鰽;一丨日曰⺣田魚
鰾;魚示二小西田⺣
鱁;一丶丿⻌⺨⺣田豕魚
鱃;一丨丿二丷ヨ⺣王田羊魚
鱄;一十厶寸日⺣田虫魚
鱅;丨二冂广ヨ月⺣田聿魚
鱆;音魚十田日立⺣
鱇;ヨ魚水田广⺣隶
鱈;ヨ雨魚田⺣
鱉;丨ハ丷冂巾攵⺣田魚
鱊;儿ハ冂マ口⺣田矛魚
鱎;丿冂口大⺣田魚
鱏;一冂凵十日⺣田西魚
鱐;丨ヨ⺣爿片田魚
鱒;魚寸田酉丷⺣
鱓;十口日⺣田魚
鱔;一丷口⺣王田羊魚
鱖;一人丷勹厂屮欠⺣田魚
鱗;魚舛田米夕⺣
鱘;口寸工ヨ⺣田魚
鱚;魚口士十田豆丷⺣
鱛;丨ハ丷口日⺣田魚
鱜;丶匕厶幺⻏日⺣田白魚
鱝;ハ十⺾⺣田目貝魚
鱞;一口⺣田⺲衣魚
鱟;一丨冖ヨ⺣爻田魚
鱠;魚田日⺲𠆢⺣
鱣;一亠口囗日⺣田魚
鱥;一丿小戈止⺣田魚
鱧;丨魚田豆日⺣
鱨;冖匕口⺌日⺣田魚
鱩;二冖⺣田雨魚
鱪;丿土⺹日⺣田魚
鱫;冖夂心⺣爪田魚
鱭;亠刀廾氏⺣田魚齊
鱮;一丨亠ハヨ⺣田魚
鱰;丿土⺹日⺣田⺲魚
鱲;丶丿乙口川巛⺣田魚
鱵;一丿厂口戈⺣田竹魚
鱶;王魚艮食田丷羊⺣
鱷;口⺣王田魚
鱸;魚皿田卜匕厂⺣虍
鱺;一丨冂匕广比⺣田魚鹿
鱻;⺣田魚
鳥;鳥⺣
鳦;乙⺣鳥
鳧;鳥几⺣
鳩;九鳥⺣
鳫;鳥厂⺣
鳬;鳥几
鳰;鳥入⺣
鳲;尸⺣鳥
鳳;鳥几⺣
鳴;口鳥⺣
鳶;鳥弋⺣
鳷;十又支⺣鳥
鳹;丶𠆢⺣鳥
鴂;人ユ⺣鳥
鴃;人大鳥二⺣
鴆;鳥尢⺣
鴇;十鳥匕⺣
鴈;⺅鳥厂⺣
鴉;牙鳥⺣
鴋;方⺣鳥
鴎;鳥匚⺣丿丶
鴑;又女⺣鳥
鴒;鳥𠆢卩⺣
鴕;鳥匕宀⺣
鴗;⺣立鳥
鴘;厶廾⺣鳥
鴛;鳥夕卩⺣
鴜;匕止⺣鳥
鴝;勹口⺣鳥
鴞;一勹口⺣鳥
鴟;氏鳥⺣
鴣;口十鳥⺣
鴦;大鳥⺣
鴨;丨鳥日⺣田
鴪;穴鳥ハ宀⺣
鴫;鳥田⺣
鴬;⺌鳥冖⺣
鴯;⺣而鳥
鴰;口⺣舌鳥
鴲;匕日⺣鳥
鴳;女宀⺣鳥
鴴;彳⺣行鳥
鴺;大弓⺣鳥
鴻;工⺡鳥⺣
鴼;口夂⺣鳥
鴽;口女⺣鳥
鴾;牛鳥厶⺣
鴿;口鳥𠆢⺣
鵁;鳥父亠⺣
鵂;⺅木⺣鳥
鵃;一丨丶冂⺣舟鳥
鵄;至鳥土厶⺣
鵅;口夂⺣鳥
鵆;行鳥彳⺣
鵇;一丿十干⺣鳥
鵈;耳鳥⺣
鵊;人大⺣鳥
鵐;工人鳥⺣
鵑;月口鳥⺣
鵒;𠆢ハ口⺣谷鳥
鵓;冖十子⺣鳥
鵔;ハ厶夂⺣鳥
鵙;貝目ハ鳥⺣
鵜;丨丿弓鳥丷⺣
鵝;鳥亅戈⺣
鵞;鳥亅戈⺣
鵟;⺨⺣王鳥
鵠;丿口鳥土⺣
鵡;止鳥弋戈⺣
鵢;⺣身鳥
鵣;口木⺣鳥
鵤;角鳥⺣
鵥;丨丿二丷⺉⺣鳥
鵩;丶冂又尸月⺣鳥
鵪;丨大日⺣鳥
鵫;十卜日⺣鳥
鵬;月鳥⺣
鵯;十鳥田⺣
鵰;丨二冂口土⺣鳥
鵲;丨一鳥日
鵳;一尸戸月⺣鳥
鵶;一丨⺣鳥
鵷;卩夕宀⺣鳥
鵺;衣鳥夕亠⺣
鵻;⺣隹鳥
鵼;儿ハ宀工⺣鳥
鵾;匕日比⺣鳥
鶃;儿⺣臼鳥
鶄;一丨冂土月⺣鳥
鶆;人木⺣鳥
鶇;丨鳥日ハ木⺣田
鶉;口子鳥亠⺣
鶊;人广ヨ⺣鳥
鶍;丿勹日⺣勿鳥
鶎;二宀小⺣示鳥
鶏;人爪土大鳥
鶒;力口木⺣鳥
鶓;⺾⺣田鳥
鶕;日曰⺣立鳥
鶖;丿木火⺣禾鳥
鶗;日曰⺣疋鳥
鶘;十口月⺣鳥
鶙;丨亠丷冂冖巾⺣立鳥
鶚;口鳥二⺣勹
鶡;人勹日⺣鳥
鶤;車鳥冖⺣
鶩;鳥矛攵⺣
鶪;丶大⺣犬目鳥
鶫;丨口鳥⺲丷木⺣
鶬;一丶丿𠆢口日⺣鳥
鶮;亠冂口⺣高鳥
鶯;火鳥冖⺣
鶱;一丨丶丿二宀⺣鳥
鶲;羽鳥ハ冫厶⺣
鶴;鳥⺣隹宀
鶵;勹屮⺣鳥
鶸;弓鳥冫⺣
鶹;丿刀厶⺣田鳥
鶺;月人鳥冫⺣
鶻;月骨鳥冂冖⺣
鶼;一丨丶丿丷ヨ⺣鳥
鶽;十⺣隹鳥
鶿;一丷幺⺣鳥
鷀;一丷幺⺣鳥
鷁;皿鳥丷⺣
鷂;缶鳥夕凵⺣
鷃;女宀日⺣鳥
鷄;大鳥爪幺⺣
鷆;鳥ハ目匕⺣
鷇;一冖几又士殳⺣鳥
鷉;儿几匕卜厂⺣虍鳥
鷊;丷冂口⺣鬲鳥
鷏;十鳥ハ目⺣
鷓;一鳥凵广⺣
鷔;士攵方⺣鳥
鷕;口⺣隹鳥
鷖;一丿几匚又大殳⺣矢鳥
鷗;匚口⺣鳥
鷙;九十辛鳥立丶亠⺣
鷚;丿𠆢冫彡⺣羽鳥
鷞;大⺣爻鳥
鷟;一丿大方⺣矢鳥
鷠;⺣田魚鳥
鷣;十日⺣西鳥
鷥;小幺⺣糸鳥
鷦;鳥⺣隹
鷧;丷冖口士⺣豆鳥
鷩;丨ハ丷冂巾攵⺣鳥
鷫;丨ヨ⺣爿片鳥
鷭;鳥田釆米⺣
鷮;丿冂口大⺣鳥
鷯;小鳥日丷𠆢亠⺣
鷰;一丨凵匕口⺣鳥
鷲;口小鳥丶亠尤⺣尢
鷳;月⺣門鳥
鷴;木⺣門鳥
鷸;口鳥矛儿冂⺣
鷹;⺅鳥广⺣隹
鷺;口足鳥夂⺣
鷽;臼鳥冖⺣爻
鷾;心日⺣立音鳥
鸂;大幺⺡⺣爪鳥
鸇;一亠口囗日⺣鳥
鸊;十口尸⺣立辛鳥
鸍;一丨ハ冂⺣爻鳥
鸎;ハ⺣目貝鳥
鸐;冫⺣羽隹鳥
鸑;丶大⺨⺣犬言鳥
鸒;一丨丶丿ヨ⺣鳥
鸕;匕卜厂⺣田皿虍鳥
鸖;二冖⺣隹雨鳥
鸙;一丨亅𠆢冂口廾⺣冊鳥龠
鸚;貝目ハ女鳥⺣
鸛;口十鳥⺣⺾隹
鸜;⺣目隹鳥
鸝;一丶冂匕广比⺣鳥鹿
鸞;言糸幺小鳥⺣
鹵;十囗鹵
鹸;口十人𠆢囗鹵
鹹;丿口卜囗戈鹵十
鹺;一丿二丷十囗工王羊鹵
鹻;一丨丶丿丷十囗ヨ鹵
鹼;一人𠆢十口囗鹵
鹽;皿十臣囗鹵
鹿;鹿比广
麀;匕广比鹿
麁;鹿比广勹
麂;几匕广比鹿
麃;匕广比⺣鹿
麄;ハ刀匕广比鹿
麅;勹匕已广比鹿
麇;丿匕广木比禾鹿
麈;王鹿比丶广
麋;鹿比米广
麌;口鹿ハ比广
麎;亠匕厂广比衣辰鹿
麏;丿匕口广ヨ比鹿
麑;臼鹿比儿广
麒;甘鹿ハ比广
麓;鹿比木广
麕;禾鹿比囗广
麖;亠匕口小广比鹿
麗;一鹿比冂广
麘;丿匕广日曰木比禾鹿
麛;匕广弓比耳鹿
麝;鹿身寸比广
麞;匕十广日比立音鹿
麟;鹿舛比米夕广
麤;匕广比鹿
麥;麦夂
麦;麦夂
麨;丿人夂小木
麩;人二麦夂
麪;止麦疋夂
麬;丿人十又夂支木
麭;麦勹夂已
麮;人厶土夂木
麯;丨人夂日木
麰;人厶夂木牛
麳;人夂木
麴;人勹夂木米
麵;人夂木面
麸;人土二麦亠夂大
麹;土麦米亠勹夂
麺;麦面夂
麻;木广麻
麼;木幺广麻
麽;儿幺广木麻
麾;毛木广麻
麿;口木广麻
黃;一丨ハ凵日田黄
黄;黄田ハ
黆;丿乙ハ冖尢田黄
黈;丶ハ王田黄
黋;一儿ハ⺌田黄
黌;臼黄田ハ冖爻
黍;禾黍水
黎;黍勿禾水
黏;黍口卜禾水
黐;黍亠凵禸禾水
黑;丨二丷口⺣里黒
黒;黒里⺣
黔;黒里𠆢⺣
黕;丿乙丷冖口土尢⺣里黒
默;犬里⺣黒
黙;犬里⺣黒
黛;⺅黒里弋⺣
黜;丨黒山里⺣
黝;黒里力幺⺣
點;口黒卜里⺣
黟;丷口土夕⺣里黒
黠;口黒士里⺣
黤;乙丷口土大日⺣里奄黒
黥;口黒小里亠⺣
黧;丿丷勹口土木⺣禾里黒
黨;口黒⺌里冖⺣
黬;一丿丷厂口土戈⺣里黒
黭;一𠆢丷口土廾⺣里黒
黮;一丨儿ハ丷匚口土⺣甘里黒
黯;音黒日里立⺣
黰;一ハ丷匕十口土⺣目貝里黒
黱;一丷口土大月⺣里黒
黲;𠆢丷厶口土彡⺣里黒
黴;黒山里彳攵⺣
黵;ハ丷勹厂口土⺣言里黒
黶;犬黒日里厂⺣
黷;貝目ハ黒士里儿囗⺣
黸;丷匕卜厂口土⺣田皿虍里黒
黹;ハ冂黹丷
黻;ハ丶冂攵黹丷
黼;十ハ用丶冂黹丷
黽;黽
黿;二儿元黽
鼂;一日黽
鼃;土黽
鼇;土方攵黽
鼈;小⺌冂攵黽
鼉;一口田黽
鼎;丨一鼎片目爿
鼏;一丨冖爿片目鼎
鼐;一丨乃爿片目鼎
鼑;一丨卜爿片目鼎
鼒;一丨丿亅爿片目鼎
鼓;口士支豆丷又十鼓
鼔;丷十卜又口士支豆鼓
鼕;鼓口士支ハ冫夂又十豆
鼖;丷十又口士廾⺾支豆鼓
鼗;丶丿儿丷冫十又口士支豆鼓
鼙;丿丷十又口士支日白豆鼓
鼚;丷十又口士支豆長鼓
鼛;丷十卜又口士夂支豆鼓
鼟;丶丿丷十又口士支豆鼓
鼠;臼鼠
鼡;用⺌
鼢;ハ刀臼鼠
鼦;刀口臼鼠
鼪;生臼鼠
鼫;口石臼鼠
鼬;丨臼鼠日田
鼯;一二口五臼鼠
鼱;二亠土月臼青鼠
鼲;冖臼車鼠
鼴;匚女日臼鼠
鼷;大幺爪臼鼠
鼹;女宀日臼鼠
鼺;田臼鼠
鼻;自田廾鼻
鼼;丨廾田目自鼻
鼽;九廾田目自鼻
鼾;干自田鼻目廾
鼿;一儿廾田目自鼻
齁;勹口廾田目自鼻
齃;人勹廾日曰田目自鼻
齄;一廾日曰木田目自鼻
齅;丶大廾犬田目自鼻
齆;乙口巛已廾⻏巴田目自鼻
齇;一匕卜厂廾田目自虍鼻
齊;齊亠刀氏廾
齋;小齊元刀氏廾
齎;貝目ハ亠齊刀氏廾
齏;亠齊韭刀氏廾
齒;止歯人凵米
齓;一乙人凵止歯
齔;止歯米凵匕
齕;一丿乙人凵止歯
齖;一人凵止牙歯
齗;一人凵斤止歯
齘;一丨丿人𠆢凵止歯
齚;一丨丿人凵止歯
齝;一𠆢凵厶口止歯
齞;一人ハ凵口止歯
齟;止歯米目凵
齠;口止歯刀米凵
齡;止歯人𠆢凵卩米
齢;止歯米𠆢凵卩
齣;口止歯米凵勹
齦;艮止歯米凵
齧;止歯土刀米亠凵
齨;一人凵止臼歯
齩;一亠人凵止父歯
齪;口止歯足米凵
齬;口止歯米凵五
齭;一丿人凵斤止
齮;一亅人凵口大止歯
齯;一人儿凵止臼歯
齰;一丨二人凵日止歯
齱;一人凵又止耳歯
齲;丿止歯虫米冂凵禸
齳;一人冖凵止車歯
齵;一人冂凵厶日止田禸歯
齶;口止歯二米凵勹
齷;止至歯土米凵厶尸
齺;一人凵勹屮止歯
齽;一二人凵小木止示歯
龍;月立
龏;一乙廾月立竜
龐;一乙广月立竜
龑;一乙大月立竜
龒;一乙二小月示立竜
龔;一丨乙二ハ月立竜
龕;月口立𠆢
龖;一乙月立竜
龗;一乙二冖口月立雨竜
龜;亀乙勹田
龝;禾亀乙勹田
龞;一丨丶丿乙ハ丷冂勹巾ヨ攵
龠;一口𠆢龠冊
龡;一丨亅人𠆢冂勹口廾欠冊龠
龢;一丨丿亅𠆢冂口廾木禾冊龠
龣;一丨亅𠆢冂口廾ヨ水冊龠
龥;一丨亅𠆢ハ冂口廾目冊貝頁龠
欄;丷口木門
廊;广⻏艮
朗;月艮
虜;力匕十卜厂口田虍
殺;丶丿几又木殳
類;丶ハ大犬目米貝頁
隆;一夂⻖生
﨏;𠆢ハ口土谷
塚;丶冖土豕
﨑;一亅亠丷口山立
﨓;人⺅勹寸⺾欠
﨔;一ハ⺌手木
凞;冫匚卩⺣臣
猪;丶丿土⺨⺹日
神;丨二小日田示
祥;二丷小王示羊
福;一二口小田示
﨟;人勹⺾日月
蘒;丶丿勹ヨ⺾木禾黽
﨡;生虫
諸;丶丿土⺹日言
﨤;又⻌尸
都;丶丿土⻏⺹日
侮;一丿⺅毋母
僧;丨⺅ハ丷口日
免;一丨丿乙儿刀勹口免
勉;丿儿力勹口免
勤;二力十口廾革
卑;丿十日白
喝;人勹口日
嘆;十口大廾革
器;丶口大犬
塀;一十土尸干
墨;丷口土⺣里黒
層;丨ハ丷口尸日
屮;丨凵
悔;一丿⺖毋母
慨;⺖牙艮
憎;丨ハ丷口⺖日
懲;一丿土山彳心攵王
敏;一丿攵毋母
既;牙艮
暑;丶丿土⺹日
梅;一丿木毋母
海;一丿⺨毋母
渚;丶丿土⺡⺹日
漢;十口大廾⺡革
煮;丶丿土⺹日⺣
爫;爪
琢;丶王豕
碑;丿十口日白石
社;二土小示
祉;二小止示
祈;二小斤示
祐;一丿二口小示
祖;一二小目示
祝;二儿口小示
禍;二冂口囗小示
